age,age_cat,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,decile_score,two_year_recid
25,25 - 45,Male,African-American,0,-1.0,F,0,Low,2,0
32,25 - 45,Male,Caucasian,6,0.0,M,0,Medium,7,0
36,25 - 45,Male,African-American,2,-1.0,F,0,Medium,5,0
21,Less than 25,Male,African-American,3,-1.0,F,1,Medium,7,1
39,25 - 45,Male,Caucasian,2,0.0,M,0,Low,4,0
26,25 - 45,Female,African-American,0,0.0,M,0,Low,2,0
28,25 - 45,Male,African-American,8,0.0,F,1,High,8,1
67,Greater than 45,Male,Caucasian,2,-4.0,M,1,Low,1,1
22,Less than 25,Female,Other,0,-1.0,F,0,Low,4,0
37,25 - 45,Male,Caucasian,3,-1.0,M,0,Low,1,0
23,Less than 25,Male,African-American,2,-1.0,M,1,High,8,1
49,Greater than 45,Female,African-American,14,-1.0,M,1,Medium,7,1
32,25 - 45,Male,Caucasian,9,0.0,M,1,Medium,7,1
41,25 - 45,Male,Caucasian,9,-1.0,M,0,Medium,6,0
25,25 - 45,Male,African-American,1,0.0,M,0,Low,3,0
58,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
44,25 - 45,Male,African-American,19,-17.0,M,1,High,9,1
28,25 - 45,Male,African-American,1,0.0,F,1,Low,4,0
39,25 - 45,Female,African-American,0,-1.0,F,1,Medium,5,1
54,Greater than 45,Male,Caucasian,0,-1.0,F,0,Low,1,0
43,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,4,0
31,25 - 45,Male,African-American,5,0.0,M,0,High,10,0
30,25 - 45,Male,African-American,11,0.0,F,0,High,10,0
27,25 - 45,Male,Caucasian,4,-1.0,M,1,Low,4,1
28,25 - 45,Male,African-American,0,-1.0,M,1,Low,2,1
24,Less than 25,Male,African-American,0,-1.0,M,0,Medium,7,0
43,25 - 45,Male,Caucasian,0,0.0,M,0,Low,1,0
44,25 - 45,Male,African-American,10,-7.0,M,1,Low,4,1
24,Less than 25,Male,Hispanic,11,-15.0,F,1,High,10,1
23,Less than 25,Male,African-American,0,-1.0,F,0,Low,3,0
36,25 - 45,Male,Caucasian,5,-1.0,M,1,Low,3,1
27,25 - 45,Male,Caucasian,1,-1.0,F,0,High,9,0
24,Less than 25,Male,African-American,0,0.0,F,1,High,10,1
66,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
36,25 - 45,Female,Caucasian,3,0.0,F,0,Low,4,0
53,Greater than 45,Male,Hispanic,9,-1.0,F,1,High,8,1
23,Less than 25,Male,Caucasian,1,0.0,F,1,Low,3,1
22,Less than 25,Female,African-American,0,0.0,M,1,Medium,7,1
25,25 - 45,Male,Hispanic,1,-1.0,F,0,Low,3,0
56,Greater than 45,Male,African-American,4,-1.0,F,0,Low,1,0
51,Greater than 45,Male,Asian,1,-1.0,F,1,Low,1,1
58,Greater than 45,Female,African-American,3,-18.0,M,0,Low,1,0
24,Less than 25,Male,Caucasian,3,0.0,M,0,Medium,5,0
22,Less than 25,Male,African-American,0,-1.0,F,1,Low,3,1
39,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
20,Less than 25,Male,Hispanic,3,-1.0,F,1,High,10,1
46,Greater than 45,Male,Caucasian,10,-1.0,F,1,Medium,7,1
38,25 - 45,Male,Caucasian,1,-27.0,F,1,Low,1,1
23,Less than 25,Male,Caucasian,0,0.0,M,1,High,8,1
39,25 - 45,Male,Other,6,-1.0,F,0,Medium,5,0
25,25 - 45,Male,African-American,0,0.0,F,0,High,8,0
31,25 - 45,Male,African-American,19,-1.0,F,1,High,9,1
25,25 - 45,Female,African-American,1,-1.0,M,1,Low,3,1
26,25 - 45,Male,African-American,6,-1.0,F,0,Medium,6,0
25,25 - 45,Male,African-American,2,-1.0,F,0,High,9,0
37,25 - 45,Male,Caucasian,11,0.0,F,1,High,8,1
36,25 - 45,Male,African-American,0,-3.0,F,0,Low,1,0
26,25 - 45,Male,African-American,1,0.0,F,1,Medium,6,1
21,Less than 25,Male,Other,3,-1.0,F,1,Low,2,1
35,25 - 45,Male,African-American,7,-23.0,F,1,Low,4,1
22,Less than 25,Male,African-American,2,-1.0,F,1,Low,4,1
25,25 - 45,Male,Caucasian,0,0.0,F,0,Low,2,0
36,25 - 45,Male,Hispanic,0,-7.0,M,0,Low,1,0
24,Less than 25,Male,African-American,2,-1.0,M,1,Medium,7,1
21,Less than 25,Male,African-American,0,-1.0,F,1,High,9,1
32,25 - 45,Male,Caucasian,15,-1.0,F,1,High,9,1
33,25 - 45,Male,African-American,2,0.0,M,1,Low,2,1
33,25 - 45,Male,African-American,10,0.0,F,1,High,9,1
29,25 - 45,Male,Caucasian,0,-2.0,M,0,Low,3,0
50,Greater than 45,Male,Caucasian,8,-1.0,F,0,Low,3,0
33,25 - 45,Male,African-American,14,-1.0,F,1,High,8,1
37,25 - 45,Male,African-American,13,-1.0,F,1,High,8,1
27,25 - 45,Male,African-American,9,-1.0,F,1,Medium,7,1
27,25 - 45,Male,African-American,0,-1.0,M,0,Low,1,0
21,Less than 25,Male,Hispanic,1,-1.0,M,1,Medium,5,1
58,Greater than 45,Male,African-American,1,-1.0,F,0,Low,1,0
27,25 - 45,Male,African-American,4,-1.0,F,0,High,8,0
28,25 - 45,Male,Caucasian,1,-1.0,F,1,Medium,7,1
31,25 - 45,Female,Caucasian,0,-5.0,M,0,Low,3,0
24,Less than 25,Male,African-American,3,-1.0,M,0,Medium,7,0
26,25 - 45,Male,African-American,6,0.0,F,1,High,9,1
43,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
22,Less than 25,Male,African-American,3,0.0,F,1,Medium,6,1
23,Less than 25,Male,African-American,0,-1.0,F,0,Medium,5,0
42,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,4,0
30,25 - 45,Male,African-American,18,-1.0,M,0,High,10,0
29,25 - 45,Male,African-American,1,-1.0,F,0,High,9,0
38,25 - 45,Male,Caucasian,2,0.0,F,1,Low,4,1
26,25 - 45,Male,Caucasian,3,-4.0,M,1,Low,4,0
51,Greater than 45,Male,African-American,5,0.0,M,0,Medium,7,0
36,25 - 45,Male,Other,0,0.0,M,0,Low,1,0
62,Greater than 45,Male,Hispanic,0,-2.0,M,0,Low,1,0
23,Less than 25,Male,African-American,0,0.0,F,1,Low,3,1
34,25 - 45,Male,African-American,7,-1.0,F,1,Medium,5,1
35,25 - 45,Male,African-American,1,-1.0,M,0,Low,2,0
22,Less than 25,Male,Caucasian,0,0.0,F,0,Low,3,0
29,25 - 45,Male,African-American,10,-1.0,M,1,High,10,1
40,25 - 45,Male,African-American,0,-3.0,F,0,Low,2,0
36,25 - 45,Male,African-American,2,0.0,F,0,Low,2,0
26,25 - 45,Male,African-American,8,0.0,F,1,High,8,1
25,25 - 45,Male,African-American,1,-23.0,F,1,Low,3,1
69,Greater than 45,Male,Caucasian,0,-3.0,M,0,Low,1,0
27,25 - 45,Male,African-American,1,-1.0,F,0,Low,4,0
20,Less than 25,Male,Caucasian,0,0.0,F,1,Medium,5,1
27,25 - 45,Male,African-American,1,-2.0,F,0,Low,1,0
24,Less than 25,Female,African-American,6,-1.0,M,0,Medium,6,0
42,25 - 45,Male,Caucasian,0,-7.0,F,0,Low,1,0
25,25 - 45,Male,Caucasian,1,-1.0,F,0,Low,3,0
25,25 - 45,Male,African-American,0,-1.0,F,0,Low,4,0
22,Less than 25,Male,African-American,0,-1.0,F,0,Low,3,0
21,Less than 25,Male,Caucasian,0,-1.0,F,0,Low,4,0
30,25 - 45,Male,African-American,1,0.0,M,0,Low,2,0
46,Greater than 45,Male,Caucasian,9,0.0,M,0,Medium,5,0
26,25 - 45,Male,African-American,2,0.0,M,0,Medium,7,0
33,25 - 45,Male,African-American,0,0.0,F,1,Medium,5,1
40,25 - 45,Male,African-American,1,-1.0,M,0,Low,1,0
34,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,4,0
22,Less than 25,Male,Caucasian,1,-1.0,F,1,Low,2,1
28,25 - 45,Male,Hispanic,3,-1.0,M,0,Medium,5,0
31,25 - 45,Male,African-American,4,-1.0,M,1,Low,3,1
59,Greater than 45,Male,Caucasian,3,0.0,M,1,Low,1,1
37,25 - 45,Male,Native American,0,-1.0,F,0,Low,2,0
50,Greater than 45,Male,African-American,0,-1.0,F,0,Low,1,0
57,Greater than 45,Male,African-American,8,-1.0,F,1,Medium,5,1
31,25 - 45,Male,African-American,5,-1.0,M,1,Medium,5,0
44,25 - 45,Male,African-American,9,-28.0,F,0,High,8,0
48,Greater than 45,Male,African-American,5,-1.0,F,1,High,9,1
25,25 - 45,Female,Caucasian,0,-1.0,F,0,Low,4,0
51,Greater than 45,Male,African-American,5,-1.0,M,0,Low,3,0
50,Greater than 45,Male,Caucasian,0,-1.0,F,1,Low,1,1
57,Greater than 45,Male,Caucasian,2,-11.0,F,0,Low,1,0
55,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
59,Greater than 45,Male,African-American,4,-2.0,F,1,Low,3,1
42,25 - 45,Female,African-American,0,0.0,F,0,Low,1,0
20,Less than 25,Male,Hispanic,2,-21.0,F,1,High,8,1
21,Less than 25,Male,Other,0,-1.0,F,0,Low,4,0
32,25 - 45,Male,African-American,21,-1.0,F,1,High,9,1
24,Less than 25,Female,Hispanic,0,0.0,M,0,Low,4,0
42,25 - 45,Male,African-American,1,0.0,F,0,Low,4,0
29,25 - 45,Male,African-American,8,-1.0,F,1,High,8,1
21,Less than 25,Male,African-American,1,-1.0,F,0,Medium,6,0
58,Greater than 45,Male,Caucasian,0,0.0,M,0,Low,1,0
22,Less than 25,Male,African-American,1,0.0,F,1,Medium,7,1
46,Greater than 45,Male,Caucasian,1,-1.0,M,1,Low,1,1
50,Greater than 45,Male,Caucasian,0,0.0,M,1,Low,2,1
46,Greater than 45,Male,African-American,2,-1.0,F,0,High,9,0
44,25 - 45,Female,African-American,11,-1.0,F,1,High,8,1
35,25 - 45,Male,African-American,4,-1.0,M,0,Medium,5,0
30,25 - 45,Male,African-American,14,-1.0,F,1,High,9,1
42,25 - 45,Male,African-American,2,-1.0,F,0,Medium,5,0
46,Greater than 45,Male,African-American,5,-1.0,F,1,Low,1,1
42,25 - 45,Male,African-American,0,0.0,F,1,High,10,1
29,25 - 45,Male,Caucasian,7,-1.0,F,1,High,10,1
32,25 - 45,Male,African-American,8,-1.0,F,0,Low,4,0
31,25 - 45,Male,Other,5,-1.0,F,1,Medium,6,0
33,25 - 45,Female,African-American,1,-1.0,M,0,Low,1,0
25,25 - 45,Male,Caucasian,4,-1.0,F,0,Low,4,0
33,25 - 45,Female,African-American,0,-1.0,M,0,Low,1,0
21,Less than 25,Male,Hispanic,1,-1.0,F,0,Medium,5,0
35,25 - 45,Male,Caucasian,1,-1.0,F,1,Low,1,1
56,Greater than 45,Male,African-American,1,-22.0,F,0,Low,1,0
38,25 - 45,Male,Caucasian,0,-1.0,M,1,Low,3,1
40,25 - 45,Female,African-American,4,-1.0,M,0,Low,1,0
28,25 - 45,Male,African-American,4,-1.0,F,0,Low,4,0
51,Greater than 45,Male,African-American,0,-1.0,M,0,Low,1,0
35,25 - 45,Male,African-American,2,-1.0,M,0,Low,2,0
61,Greater than 45,Male,African-American,5,-13.0,F,0,Low,2,0
25,25 - 45,Male,African-American,0,0.0,F,0,Low,3,0
25,25 - 45,Male,African-American,4,-1.0,F,1,Medium,7,1
26,25 - 45,Male,African-American,0,0.0,M,1,Medium,5,0
42,25 - 45,Male,Caucasian,1,-1.0,M,0,Low,1,0
25,25 - 45,Female,African-American,1,-10.0,F,0,Low,4,0
26,25 - 45,Male,African-American,13,-1.0,M,1,High,10,1
31,25 - 45,Male,African-American,9,-1.0,F,0,Medium,7,0
35,25 - 45,Male,Caucasian,1,-1.0,F,0,Low,2,0
34,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,1,0
33,25 - 45,Female,Caucasian,1,-1.0,M,0,Low,2,0
30,25 - 45,Male,African-American,3,-1.0,F,1,Low,2,0
50,Greater than 45,Female,African-American,7,-1.0,M,0,Low,4,0
21,Less than 25,Male,African-American,0,-1.0,F,0,Medium,5,0
31,25 - 45,Male,Hispanic,16,0.0,F,1,High,10,1
31,25 - 45,Male,African-American,2,-1.0,F,1,Medium,7,1
23,Less than 25,Female,African-American,0,-1.0,M,0,Low,4,0
25,25 - 45,Male,African-American,1,0.0,F,0,Medium,6,0
24,Less than 25,Female,Caucasian,1,-1.0,F,0,Medium,5,0
31,25 - 45,Male,African-American,13,-1.0,M,1,High,10,1
60,Greater than 45,Male,African-American,0,-1.0,F,1,Low,1,0
30,25 - 45,Male,African-American,2,-1.0,F,0,Low,2,0
32,25 - 45,Female,Other,0,-1.0,M,0,Low,1,0
46,Greater than 45,Male,Caucasian,0,0.0,M,0,Low,1,0
21,Less than 25,Male,Caucasian,0,-1.0,M,1,Low,4,1
35,25 - 45,Male,African-American,0,-1.0,F,1,High,8,0
34,25 - 45,Male,Hispanic,2,-1.0,F,1,Low,3,1
41,25 - 45,Male,Asian,2,-1.0,F,1,High,8,1
23,Less than 25,Male,African-American,1,-1.0,F,1,High,10,1
23,Less than 25,Male,African-American,3,-1.0,F,1,Medium,6,1
28,25 - 45,Male,African-American,2,0.0,M,1,Low,4,0
21,Less than 25,Male,Hispanic,0,0.0,F,1,Low,4,1
46,Greater than 45,Male,Caucasian,2,-1.0,M,1,Low,4,0
56,Greater than 45,Male,African-American,1,-1.0,F,0,Low,2,0
40,25 - 45,Male,Hispanic,8,-1.0,F,1,Medium,5,1
30,25 - 45,Male,Hispanic,5,-1.0,F,1,Low,3,1
24,Less than 25,Male,African-American,1,-1.0,M,1,Low,4,1
33,25 - 45,Female,Caucasian,0,-1.0,M,0,Low,1,0
48,Greater than 45,Male,Caucasian,2,-1.0,M,1,High,8,0
33,25 - 45,Male,African-American,11,-1.0,F,1,Medium,6,1
25,25 - 45,Male,Hispanic,0,-1.0,F,0,Medium,7,0
30,25 - 45,Male,African-American,7,-1.0,F,1,Medium,5,1
37,25 - 45,Male,Hispanic,0,-1.0,F,1,Low,3,1
43,25 - 45,Female,Caucasian,7,-21.0,F,0,High,8,0
32,25 - 45,Male,Caucasian,0,0.0,F,0,Low,3,0
33,25 - 45,Male,Other,3,-1.0,F,0,Medium,7,0
39,25 - 45,Male,Other,4,-30.0,F,1,Low,2,1
49,Greater than 45,Male,Caucasian,4,-11.0,F,0,Low,1,0
24,Less than 25,Male,Caucasian,0,-1.0,F,0,Low,4,0
26,25 - 45,Male,African-American,1,0.0,F,0,High,9,0
42,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,2,0
22,Less than 25,Male,African-American,1,-1.0,F,1,Medium,6,1
36,25 - 45,Male,Hispanic,0,0.0,F,0,Low,1,0
29,25 - 45,Male,Caucasian,7,-1.0,M,1,Medium,7,1
39,25 - 45,Male,Caucasian,0,0.0,M,0,Low,3,0
27,25 - 45,Male,African-American,13,0.0,F,1,Medium,6,1
38,25 - 45,Male,Caucasian,2,-1.0,F,1,Medium,5,1
20,Less than 25,Male,Caucasian,0,-1.0,F,1,Low,2,1
25,25 - 45,Male,African-American,4,-1.0,F,1,High,10,1
53,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
27,25 - 45,Female,African-American,0,-1.0,M,1,High,8,1
21,Less than 25,Male,Other,0,-1.0,F,1,Medium,5,1
50,Greater than 45,Male,Caucasian,1,-1.0,M,1,Low,1,1
41,25 - 45,Male,African-American,4,-1.0,F,0,Medium,5,0
22,Less than 25,Male,Caucasian,5,-2.0,F,1,High,8,1
22,Less than 25,Male,Caucasian,0,-1.0,F,1,Medium,7,1
25,25 - 45,Male,African-American,2,-1.0,F,0,Medium,5,0
42,25 - 45,Male,African-American,1,-1.0,F,1,Low,4,1
51,Greater than 45,Male,Other,2,-1.0,F,0,Low,1,0
24,Less than 25,Male,African-American,0,0.0,F,0,Low,3,0
37,25 - 45,Male,African-American,4,0.0,F,0,Low,4,0
37,25 - 45,Male,Caucasian,0,-3.0,M,0,Low,1,0
27,25 - 45,Female,Other,0,-1.0,M,0,Low,2,0
21,Less than 25,Male,Other,0,-1.0,F,0,Medium,6,0
35,25 - 45,Male,African-American,1,0.0,F,1,Low,1,1
24,Less than 25,Female,Caucasian,0,-1.0,F,0,High,8,0
49,Greater than 45,Male,Caucasian,2,-1.0,M,0,Low,1,0
38,25 - 45,Male,African-American,9,-5.0,F,0,Medium,6,0
61,Greater than 45,Male,Other,0,-1.0,M,0,Low,1,0
30,25 - 45,Female,African-American,0,0.0,M,0,Low,2,0
22,Less than 25,Male,African-American,3,-1.0,F,1,Medium,6,0
25,25 - 45,Male,African-American,0,-1.0,F,1,Medium,7,1
30,25 - 45,Female,Hispanic,3,-1.0,M,1,Low,3,1
52,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
26,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,2,0
26,25 - 45,Male,Other,0,-1.0,M,0,Low,4,0
45,Greater than 45,Male,Caucasian,9,-1.0,F,1,High,9,1
20,Less than 25,Male,African-American,0,-1.0,F,1,High,9,1
29,25 - 45,Male,African-American,4,-1.0,F,1,High,8,0
43,25 - 45,Male,Caucasian,1,-1.0,F,1,Medium,6,1
26,25 - 45,Male,Caucasian,2,-1.0,F,0,Medium,5,0
46,Greater than 45,Female,African-American,4,-1.0,F,0,Low,4,0
46,Greater than 45,Female,African-American,0,-1.0,F,0,Low,1,0
29,25 - 45,Male,African-American,12,-1.0,F,1,High,10,1
41,25 - 45,Male,Caucasian,0,0.0,M,0,Low,1,0
25,25 - 45,Female,African-American,5,-1.0,F,0,Medium,7,0
23,Less than 25,Male,African-American,2,-1.0,F,0,Medium,7,0
30,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,3,0
34,25 - 45,Male,Caucasian,1,-1.0,F,0,Medium,6,0
70,Greater than 45,Male,Caucasian,11,-13.0,F,1,Low,1,1
52,Greater than 45,Male,Caucasian,2,-1.0,F,0,Low,1,0
51,Greater than 45,Male,African-American,4,-26.0,M,1,Low,2,0
45,Greater than 45,Female,Native American,15,-1.0,F,1,High,10,1
55,Greater than 45,Male,African-American,21,0.0,F,1,Medium,6,1
49,Greater than 45,Female,Caucasian,1,-1.0,F,0,Low,1,0
47,Greater than 45,Female,Caucasian,0,0.0,F,0,Low,1,0
27,25 - 45,Male,African-American,0,0.0,M,0,Low,2,0
25,25 - 45,Male,Caucasian,5,-3.0,M,1,Medium,7,1
21,Less than 25,Male,African-American,1,0.0,F,1,High,10,1
37,25 - 45,Male,African-American,26,-1.0,F,1,High,10,1
21,Less than 25,Male,African-American,1,-1.0,F,1,High,9,1
21,Less than 25,Male,African-American,0,-2.0,F,0,Medium,6,0
25,25 - 45,Male,African-American,4,0.0,F,1,High,10,1
27,25 - 45,Female,African-American,3,-1.0,F,1,Medium,5,1
30,25 - 45,Male,Caucasian,3,-1.0,F,1,Low,4,1
70,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
37,25 - 45,Male,Caucasian,11,-1.0,F,1,High,9,1
46,Greater than 45,Male,African-American,5,0.0,F,1,Medium,5,1
40,25 - 45,Male,Other,4,-1.0,M,1,Low,1,1
43,25 - 45,Male,African-American,18,-1.0,F,1,Low,4,1
38,25 - 45,Male,African-American,15,0.0,F,0,Medium,6,0
29,25 - 45,Male,African-American,0,0.0,F,0,Low,4,0
37,25 - 45,Male,African-American,8,0.0,M,1,Low,2,1
38,25 - 45,Male,Hispanic,3,-21.0,F,0,Low,4,0
27,25 - 45,Female,Caucasian,0,-4.0,F,0,Low,3,0
20,Less than 25,Female,Other,0,0.0,M,1,Medium,5,1
44,25 - 45,Male,Hispanic,0,0.0,M,0,Low,1,0
31,25 - 45,Male,Caucasian,6,-1.0,M,0,Medium,5,0
29,25 - 45,Male,African-American,3,-1.0,F,1,Low,2,1
30,25 - 45,Female,African-American,0,-1.0,M,0,Low,2,0
25,25 - 45,Female,Caucasian,2,-25.0,F,1,Medium,5,1
40,25 - 45,Male,African-American,3,-1.0,F,0,Low,2,0
33,25 - 45,Male,Caucasian,1,0.0,M,0,Low,3,0
26,25 - 45,Male,Caucasian,5,-1.0,F,1,Medium,5,1
31,25 - 45,Male,Hispanic,1,0.0,M,0,Low,3,0
61,Greater than 45,Male,Caucasian,1,-1.0,M,0,Low,1,0
30,25 - 45,Male,Caucasian,2,-1.0,F,0,Low,4,0
62,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
27,25 - 45,Female,Caucasian,4,8.0,M,1,High,8,1
48,Greater than 45,Male,Caucasian,9,-1.0,F,0,Medium,6,0
40,25 - 45,Female,Caucasian,0,-1.0,F,0,Low,2,0
24,Less than 25,Male,Caucasian,0,-1.0,F,0,Low,4,0
22,Less than 25,Male,African-American,0,-1.0,F,1,Low,4,1
30,25 - 45,Male,African-American,4,-1.0,M,1,High,8,1
63,Greater than 45,Male,Caucasian,0,0.0,M,0,Low,1,0
33,25 - 45,Male,African-American,4,-1.0,F,0,High,10,0
43,25 - 45,Male,Caucasian,0,-5.0,M,1,Low,4,1
26,25 - 45,Male,African-American,3,0.0,F,1,High,10,1
51,Greater than 45,Male,African-American,1,-17.0,F,0,Low,1,0
39,25 - 45,Male,Caucasian,3,-1.0,F,1,Low,1,1
30,25 - 45,Female,Hispanic,0,-1.0,M,1,Low,3,1
32,25 - 45,Male,African-American,14,-1.0,F,1,High,8,1
22,Less than 25,Male,African-American,0,-2.0,M,0,Medium,6,0
59,Greater than 45,Male,Caucasian,0,-1.0,F,0,Low,1,0
38,25 - 45,Male,African-American,37,-1.0,M,1,Medium,7,1
23,Less than 25,Male,African-American,2,0.0,F,0,Medium,6,0
42,25 - 45,Male,African-American,0,0.0,M,1,Low,1,1
38,25 - 45,Male,African-American,2,0.0,F,1,Medium,7,1
34,25 - 45,Female,Caucasian,2,-1.0,F,0,Low,3,0
36,25 - 45,Female,African-American,7,-1.0,F,1,Low,3,1
36,25 - 45,Male,African-American,0,-1.0,M,1,Low,3,1
31,25 - 45,Male,African-American,1,-14.0,F,0,Low,1,0
28,25 - 45,Female,African-American,3,-1.0,F,1,Low,4,1
28,25 - 45,Male,African-American,1,0.0,F,1,Low,2,1
43,25 - 45,Male,African-American,0,-1.0,F,0,Low,4,0
40,25 - 45,Male,African-American,1,-1.0,F,0,Low,1,0
31,25 - 45,Male,African-American,15,-1.0,F,1,High,9,1
54,Greater than 45,Male,African-American,6,-1.0,F,1,Medium,7,1
24,Less than 25,Male,African-American,17,-1.0,F,1,High,9,1
41,25 - 45,Male,Hispanic,0,-3.0,F,1,Low,1,1
21,Less than 25,Male,African-American,1,-1.0,F,1,High,9,1
29,25 - 45,Female,Hispanic,1,-1.0,F,1,Low,2,1
22,Less than 25,Male,African-American,0,-1.0,F,0,Low,3,0
52,Greater than 45,Male,Hispanic,9,-1.0,F,1,Medium,7,1
40,25 - 45,Female,Other,0,-1.0,F,0,Low,1,0
45,Greater than 45,Female,African-American,1,-1.0,F,0,Low,4,0
29,25 - 45,Male,African-American,1,0.0,M,1,Low,2,1
46,Greater than 45,Male,African-American,10,-1.0,F,1,Medium,5,1
21,Less than 25,Male,Caucasian,1,-1.0,F,0,High,8,0
35,25 - 45,Male,Caucasian,6,-10.0,F,1,Medium,5,1
52,Greater than 45,Male,African-American,1,1.0,M,1,Low,1,1
48,Greater than 45,Male,Caucasian,0,0.0,M,0,Low,1,0
29,25 - 45,Female,African-American,9,-1.0,M,1,High,8,1
48,Greater than 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
31,25 - 45,Male,African-American,10,-8.0,F,1,Medium,6,1
21,Less than 25,Male,Caucasian,3,-1.0,F,1,High,8,1
32,25 - 45,Male,Other,0,0.0,F,1,Low,1,1
47,Greater than 45,Male,African-American,0,-1.0,M,0,Medium,5,0
21,Less than 25,Male,African-American,3,-1.0,F,1,High,10,1
35,25 - 45,Male,African-American,13,-1.0,F,0,High,10,0
46,Greater than 45,Male,African-American,3,-22.0,M,1,Low,1,1
34,25 - 45,Male,African-American,5,-1.0,F,1,Low,4,1
52,Greater than 45,Male,African-American,2,-5.0,F,0,Low,1,0
21,Less than 25,Male,Caucasian,0,-1.0,M,1,High,8,1
53,Greater than 45,Male,Caucasian,1,-2.0,M,0,Low,1,0
19,Less than 25,Female,Caucasian,0,-1.0,F,1,Low,3,1
22,Less than 25,Male,African-American,0,-1.0,M,0,Medium,6,0
45,Greater than 45,Male,African-American,1,-1.0,F,0,Low,3,0
27,25 - 45,Female,Caucasian,0,-1.0,F,0,Low,2,0
25,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,2,0
30,25 - 45,Male,Caucasian,0,0.0,F,1,Low,4,1
31,25 - 45,Male,African-American,2,0.0,F,1,Medium,5,1
28,25 - 45,Male,Caucasian,3,-1.0,F,0,Low,3,0
36,25 - 45,Male,African-American,3,-1.0,M,1,Low,2,1
27,25 - 45,Male,African-American,7,-1.0,F,1,Medium,5,1
42,25 - 45,Male,African-American,1,0.0,F,0,Low,2,0
35,25 - 45,Male,Caucasian,0,0.0,F,1,Medium,5,1
33,25 - 45,Female,Caucasian,2,-29.0,F,0,Low,2,0
24,Less than 25,Male,Hispanic,6,-1.0,F,1,High,10,1
25,25 - 45,Male,African-American,21,-14.0,F,1,High,10,1
42,25 - 45,Female,Caucasian,0,-1.0,M,0,Low,1,0
21,Less than 25,Male,African-American,0,-1.0,F,1,Medium,6,1
28,25 - 45,Female,African-American,0,0.0,M,0,Low,2,0
27,25 - 45,Male,African-American,25,18.0,F,1,High,10,1
21,Less than 25,Female,Caucasian,0,-1.0,F,0,Medium,6,0
26,25 - 45,Male,Caucasian,0,0.0,M,1,Medium,6,1
36,25 - 45,Male,Caucasian,0,-1.0,F,0,Low,1,0
49,Greater than 45,Male,Caucasian,0,-1.0,F,1,Medium,7,1
44,25 - 45,Male,Caucasian,0,-1.0,F,1,Low,2,1
28,25 - 45,Male,Caucasian,1,-25.0,M,0,Low,3,0
35,25 - 45,Female,African-American,12,-2.0,F,1,Medium,7,1
34,25 - 45,Male,African-American,3,-1.0,F,0,Low,1,0
45,Greater than 45,Male,African-American,15,-1.0,F,1,Low,3,1
28,25 - 45,Male,African-American,9,-1.0,F,1,Low,3,1
25,25 - 45,Female,African-American,1,-1.0,F,0,Low,3,0
21,Less than 25,Male,African-American,1,0.0,M,1,High,8,0
48,Greater than 45,Male,African-American,1,-1.0,F,0,Low,1,0
37,25 - 45,Male,Caucasian,1,-1.0,M,0,Low,2,0
24,Less than 25,Male,African-American,3,-3.0,F,1,Medium,6,1
37,25 - 45,Male,Caucasian,1,-1.0,M,1,Low,1,1
39,25 - 45,Male,Caucasian,1,-3.0,F,0,Low,3,0
24,Less than 25,Male,Caucasian,1,-1.0,F,1,Medium,5,1
49,Greater than 45,Male,Other,2,-1.0,F,0,Low,1,0
23,Less than 25,Male,African-American,1,-1.0,F,1,Low,2,1
43,25 - 45,Male,Caucasian,5,-1.0,F,0,Medium,5,0
28,25 - 45,Male,African-American,6,-1.0,M,1,High,8,1
53,Greater than 45,Male,African-American,1,-1.0,M,0,Low,2,0
27,25 - 45,Female,African-American,2,-14.0,M,1,Low,4,1
39,25 - 45,Male,Caucasian,0,-1.0,M,0,Low,1,0
47,Greater than 45,Male,African-American,22,-1.0,F,1,Medium,7,1
28,25 - 45,Male,African-American,4,-1.0,F,1,Low,2,1
36,25 - 45,Male,Caucasian,2,-4.0,F,0,Low,1,0
24,Less than 25,Female,African-American,1,-1.0,F,0,High,9,0
35,25 - 45,Male,Hispanic,0,-1.0,M,0,Low,2,0
23,Less than 25,Male,African-American,3,0.0,F,0,Medium,7,0
26,25 - 45,Male,African-American,2,-1.0,F,0,Low,2,0
